movieId,imdbId,tmdbId,original_title
203,114682,9090.0,"To Wong Foo, Thanks for Everything! Julie Newmar"
204,114781,3512.0,Under Siege 2: Dark Territory
205,114798,52856.0,Unstrung Heroes
206,114805,77350.0,Unzipped
207,114887,9560.0,A Walk in the Clouds
208,114898,9804.0,Waterworld
209,114928,31611.0,White Man's Burden
211,109340,49805.0,The Browning Version
213,111579,50797.0,Утомлённые солнцем
214,110882,19155.0,Before the Rain
215,112471,76.0,Before Sunrise
216,112508,11017.0,Billy Madison
217,112438,37141.0,The Babysitter
218,112571,9382.0,Boys on the Side
219,112757,6715.0,The Cure
220,112643,18256.0,Castle Freak
222,112679,22625.0,Circle of Friends
223,109445,2292.0,Clerks
224,112883,1909.0,Don Juan DeMarco
225,109635,8984.0,Disclosure
227,109676,4954.0,Drop Zone
228,112854,62488.0,Destiny Turns on the Radio
229,109579,10531.0,Death and the Maiden
230,109642,11929.0,Dolores Claiborne
231,109686,8467.0,Dumb and Dumber
232,111797,10451.0,飲食男女
233,109759,20156.0,Exotica
234,109758,18395.0,Exit to Eden
235,109707,522.0,Ed Wood
236,113117,397.0,French Kiss
237,113097,10525.0,Forget Paris
238,113028,27985.0,Far from Home: The Adventures of Yellow Dog
239,113198,15789.0,A Goofy Movie
240,113303,27303.0,Hideaway
241,113089,21183.0,Fluke
242,109771,10954.0,Farinelli
243,113199,47867.0,Gordy
244,113234,43475.0,Gumby: The Movie
245,109906,72031.0,The Glass Shield
246,110057,14275.0,Hoop Dreams
247,110005,1024.0,Heavenly Creatures
248,110066,17207.0,Houseguest
249,110116,13701.0,Immortal Beloved
250,110006,14819.0,Heavyweights
251,113360,32631.0,The Hunted
252,110099,11777.0,I.Q.
253,110148,628.0,Interview with the Vampire
254,113463,87729.0,Jefferson in Paris
255,110189,18713.0,The Jerky Boys
256,110216,6280.0,Junior
257,113501,9061.0,Just Cause
258,113538,37108.0,A Kid in King Arthur's Court
259,113552,6071.0,Kiss of Death
260,76759,11.0,Star Wars
261,110367,9587.0,Little Women
262,113670,19101.0,A Little Princess
263,110296,49980.0,Ladybird Ladybird
264,109731,17961.0,L'Enfer
265,103994,18183.0,Como agua para chocolate
266,110322,4476.0,Legends of the Fall
267,110443,11008.0,Major Payne
268,110365,47504.0,Little Odessa
269,107566,32325.0,Mi Vida Loca
270,110391,43742.0,Love Affair
271,113691,28313.0,Losing Isaiah
272,110428,11318.0,The Madness of King George
273,109836,3036.0,Frankenstein
274,113755,40490.0,Man of the House
275,110538,24070.0,Mixed Nuts
276,110516,8986.0,Milk Money
277,110527,10510.0,Miracle on 34th Street
278,113808,17402.0,Miami Rhapsody
279,113896,38722.0,My Family
280,113870,8438.0,Murder in the First
281,110684,11593.0,Nobody's Fool
282,110638,1945.0,Nell
283,113967,39310.0,New Jersey Drive
285,106402,56428.0,Beyond Bedlam
287,110671,131957.0,Nina Takes a Lover
288,110632,241.0,Natural Born Killers
289,110737,9058.0,Only You
290,110729,527.0,Once Were Warriors
291,114151,18220.0,Poison Ivy II: Lily
292,114069,6950.0,Outbreak
293,110413,101.0,Léon
294,114113,63020.0,The Perez Family
295,114210,2307.0,A Pyromaniac's Love Story
296,110912,680.0,Pulp Fiction
299,110889,40156.0,Priest
300,110932,11450.0,Quiz Show
301,114129,30304.0,Picture Bride
302,110963,10452.0,La Reine Margot
303,114214,12106.0,The Quick and the Dead
304,114296,161495.0,Roommates
305,110907,3586.0,Prêt-à-Porter
306,111495,110.0,Trois couleurs : Rouge
307,108394,108.0,Trois couleurs : Bleu
308,111507,109.0,Trois couleurs : Blanc
309,110769,159185.0,Pao Da Shuang Deng
312,114571,28033.0,Stuart Saves His Family
313,111333,22586.0,The Swan Princess
314,111112,14334.0,The Secret of Roan Inish
315,111255,2636.0,The Specialist
316,111282,2164.0,Stargate
317,111070,11395.0,The Santa Clause
318,111161,278.0,The Shawshank Redemption
319,111149,9905.0,Shallow Grave
320,108260,87078.0,Suture
321,106966,12527.0,Fresa y chocolate
322,114594,20306.0,Swimming with Sharks
324,111309,36614.0,The Sum of Us
325,113936,27993.0,Senior Trip
326,110081,31439.0,活着
327,114614,9067.0,Tank Girl
328,114608,9059.0,Tales from the Crypt: Demon Knight
329,111280,193.0,Star Trek: Generations
330,114609,25066.0,Tales from the Hood
331,111454,46797.0,Tom & Viv
332,114852,12122.0,Village of the Damned
333,114694,11381.0,Tommy Boy
334,111590,32636.0,Vanya on 42nd Street
335,114788,36141.0,The Underneath
336,114888,95963.0,The Walking Dead
337,108550,1587.0,What's Eating Gilbert Grape
338,114857,9271.0,Virtuosity
339,114924,2064.0,While You Were Sleeping
340,111667,19855.0,The War
341,109655,60855.0,Double Happiness
342,110598,236.0,Muriel's Wedding
343,112435,48287.0,The Baby-Sitters Club
344,109040,3049.0,Ace Ventura: Pet Detective
345,109045,2759.0,"The Adventures of Priscilla, Queen of the Desert"
346,106339,12635.0,Backbeat
347,104779,10497.0,Bitter Moon
348,109348,11382.0,Bullets Over Broadway
349,109444,9331.0,Clear and Present Danger
350,109446,10731.0,The Client
351,109484,10464.0,"Corrina, Corrina"
352,109504,34152.0,Crooklyn
353,109506,9495.0,The Crow
354,109450,29973.0,Cobb
355,109813,888.0,The Flintstones
356,109830,13.0,Forrest Gump
357,109831,712.0,Four Weddings and a Funeral
358,113305,16295.0,Higher Learning
360,110093,10879.0,I Love Trouble
361,110167,10660.0,It Could Happen to You
362,110213,10714.0,The Jungle Book
363,107472,41647.0,Die Macht der Bilder: Leni Riefenstahl
364,110357,8587.0,The Lion King
365,107426,1689.0,Little Buddha
366,111686,11596.0,New Nightmare
367,110475,854.0,The Mask
368,110478,9359.0,Maverick
369,110588,23333.0,Mrs. Parker and the Vicious Circle
370,110622,36593.0,The Naked Gun 33⅓: The Final Insult
371,110771,12280.0,The Paper
372,110950,2788.0,Reality Bites
373,105226,10427.0,Red Rock West
374,110989,11011.0,Ri¢hie Ri¢h
375,111054,49803.0,Safe Passage
376,110997,8987.0,The River Wild
377,111257,1637.0,Speed
378,111256,15128.0,Speechless
379,111438,8831.0,Timecop
380,111503,36955.0,True Lies
381,111693,10449.0,When a Man Loves a Woman
382,111742,10395.0,Wolf
383,111756,12160.0,Wyatt Earp
384,112443,40480.0,Bad Company
387,110399,26352.0,A Low Down Dirty Shame
388,112570,39953.0,"Boys Life: Three Stories of Love, Lust, and Liberation"
389,109454,41580.0,Le colonel Chabert
390,59170,315.0,"Faster, Pussycat! Kill! Kill!"
391,110186,22067.0,Jason's Lyric
392,108069,18242.0,The Secret Adventures of Tom Thumb
393,111301,11667.0,Street Fighter
401,113827,226229.0,Mirage
405,110027,8011.0,Highlander III: The Sorcerer
407,113409,2654.0,In the Mouth of Madness
408,109021,18069.0,8 Seconds
409,109035,19092.0,Above the Rim
410,106220,2758.0,Addams Family Values
412,106226,10436.0,The Age of Innocence
413,109068,13595.0,Airheads
414,109067,46094.0,The Air Up There
415,106292,9409.0,Another Stakeout
416,109198,11853.0,Bad Girls
417,109219,16771.0,Barcelona
418,106379,46924.0,Being Human
419,106400,11041.0,The Beverly Hillbillies
420,109254,306.0,Beverly Hills Cop III
421,109279,14522.0,Black Beauty
422,109297,26203.0,Blink
423,109303,178.0,Blown Away
424,109305,19819.0,Blue Chips
425,109306,57834.0,Blue Sky
426,106452,4722.0,Body Snatchers
427,106471,18215.0,Boxing Helena
428,106489,1607.0,A Bronx Tale
429,109361,26391.0,Cabin Boy
431,106519,6075.0,Carlito's Way
432,109439,11310.0,City Slickers II: The Legend of Curly's Gold
433,109443,18658.0,Clean Slate
434,106582,9350.0,Cliffhanger
435,106598,9612.0,Coneheads
436,109456,2124.0,Color of Night
437,109480,26261.0,Cops & Robbersons
438,109493,19176.0,The Cowboy Way
439,106660,49299.0,Dangerous Game
440,106673,11566.0,Dave
441,106677,9571.0,Dazed and Confused
442,106697,9739.0,Demolition Man
443,109729,24257.0,The Endless Summer 2
444,106834,34444.0,Even Cowgirls Get the Blues
445,106873,26141.0,Fatal Instinct
446,106332,10997.0,霸王别姬
447,109783,50463.0,The Favor
448,106881,10443.0,Fearless
449,106880,20239.0,Fear of a Black Hat
450,111732,16297.0,With Honors
451,106926,18551.0,Flesh and Bone
452,111712,25440.0,Widows' Peak
453,106941,9024.0,For Love or Money
454,106918,37233.0,The Firm
455,106965,1634.0,Free Willy
456,109842,13815.0,Fresh
457,106977,5503.0,The Fugitive
458,107004,35588.0,Geronimo: An American Legend
459,109890,2087.0,The Getaway
460,109891,41579.0,Getting Even with Dad
461,109913,18620.0,Go Fish
463,107057,4916.0,Guilty as Sin
464,107076,2019.0,Hard Target
465,107096,31642.0,Heaven & Earth
466,107144,9255.0,Hot Shots! Part Deux
467,113674,26271.0,Live Nude Girls
468,112966,10612.0,The Englishman Who Went Up a Hill But Came Down a Mountain
469,107151,2259.0,The House of the Spirits
470,110064,16097.0,House Party 3
471,110074,11934.0,The Hudsucker Proxy
472,110097,106143.0,I'll Do Anything
473,110123,12475.0,In the Army Now
474,107206,9386.0,In the Line of Fire
475,107207,7984.0,In the Name of the Father
476,110137,59930.0,The Inkwell
477,108551,15765.0,What's Love Got to Do with It
479,107286,6.0,Judgment Night
480,107290,329.0,Jurassic Park
481,107302,10909.0,Kalifornia
482,110265,507.0,Killing Zoe
483,107322,34024.0,King of the Hill
484,110305,29918.0,Lassie
485,107362,9593.0,Last Action Hero
486,107413,42580.0,Life With Mikey
487,110353,22317.0,Lightning Jack
488,107468,1413.0,M. Butterfly
489,107478,12121.0,Made in America
490,107497,2246.0,Malice
491,107501,10502.0,The Man without a Face
492,107507,10440.0,Manhattan Murder Mystery
493,107554,9516.0,Menace II Society
494,116253,2320.0,Executive Decision
495,74102,5879.0,愛のコリーダ
496,111689,83718.0,What Happened Was...
497,107616,11971.0,Much Ado About Nothing
498,107611,2625.0,Mr. Jones
499,107613,31911.0,Mr. Wonderful
500,107614,788.0,Mrs. Doubtfire
501,107653,21450.0,Naked
502,110657,11231.0,The Next Karate Kid
504,110678,10447.0,No Escape
505,110687,31586.0,North
506,107756,9300.0,Orlando
507,107808,9559.0,A Perfect World
508,107818,9800.0,Philadelphia
509,107822,713.0,The Piano
510,107840,8291.0,Poetic Justice
511,107889,18133.0,The Program
512,111003,25557.0,The Puppet Masters
513,110939,22588.0,Radioland Murders
514,110955,10872.0,The Ref
515,107943,1245.0,The Remains of the Day
516,110971,11858.0,Renaissance Man
517,107969,7007.0,Rising Sun
518,111001,10467.0,The Road to Wellville
519,107978,5550.0,RoboCop 3
520,107977,8005.0,Robin Hood: Men in Tights
521,107983,2088.0,Romeo Is Bleeding
522,105275,10412.0,Romper Stomper
523,108000,47889.0,Ruby in Paradise
524,108002,14534.0,Rudy
526,105032,41878.0,Les Nuits Fauves
527,108052,424.0,Schindler's List
528,111094,35233.0,The Scout
529,108065,14291.0,Searching for Bobby Fischer
531,108071,11236.0,The Secret Garden
532,111127,11592.0,Serial Mom
533,111143,8850.0,The Shadow
534,108101,10445.0,Shadowlands
535,108122,695.0,Short Cuts
536,111194,43535.0,A Simple Twist of Fate
537,111201,12519.0,Sirens
538,108149,23210.0,Six Degrees of Separation
539,108160,858.0,Sleepless in Seattle
540,108162,867.0,Sliver
541,83658,78.0,Blade Runner
542,108186,13203.0,Son in Law
543,108174,10442.0,So I Married an Axe Murderer
544,108238,11074.0,Striking Distance
546,108255,9607.0,Super Mario Bros.
547,111323,17585.0,Surviving the Game
548,111400,9057.0,Terminal Velocity
549,108328,20967.0,Thirty Two Short Films About Glenn Gould
550,111418,10635.0,Threesome
551,107688,9479.0,The Nightmare Before Christmas
552,108333,10057.0,The Three Musketeers
553,108358,11969.0,Tombstone
554,111488,41590.0,Trial by Jury
555,108399,319.0,True Romance
556,108515,26408.0,The War Room
558,110763,15139.0,The Pagemaster
559,107779,161158.0,"Paris, France"
561,110259,85247.0,Killer
562,114906,11446.0,Welcome to the Dollhouse
563,107002,51980.0,Germinal
564,109403,24405.0,Chasers
565,104029,11655.0,Cronos
567,107315,8223.0,Kika
568,106408,14587.0,Bhaji on the Beach
569,110363,31504.0,Little Big League
571,111709,53185.0,Wide Eyed and Legless
573,107225,23637.0,Io speriamo che me la cavo
574,111252,17600.0,Spanking the Monkey
575,110366,10897.0,The Little Rascals
577,109120,21352.0,Andre
580,110892,37345.0,Princess Caraboo
581,112651,32562.0,The Celluloid Closet
582,107642,47507.0,Métisse
585,112572,9066.0,The Brady Bunch Movie
586,99785,771.0,Home Alone
587,99653,251.0,Ghost
588,103639,812.0,Aladdin
589,103064,280.0,Terminator 2: Judgment Day
590,99348,581.0,Dances with Wolves
592,96895,268.0,Batman
593,102926,274.0,The Silence of the Lambs
594,29583,408.0,Snow White and the Seven Dwarfs
595,101414,10020.0,Beauty and the Beast
596,32910,10895.0,Pinocchio
597,100405,114.0,Pretty Woman
599,65214,576.0,The Wild Bunch
600,110395,15477.0,Love and a .45
603,112606,30528.0,Bye Bye Love
605,117247,7300.0,One Fine Day
606,112625,10824.0,Candyman: Farewell to the Flesh
608,116282,275.0,Fargo
609,116552,25059.0,Homeward Bound II: Lost in San Francisco
610,82509,11827.0,Heavy Metal
611,116514,8766.0,Hellraiser: Bloodline
612,117283,23570.0,The Pallbearer
613,116684,47333.0,Jane Eyre
614,110374,54850.0,Loaded
615,70506,51242.0,Pane e cioccolata
616,65421,10112.0,The Aristocats
617,113083,4307.0,La flor de mi secreto
619,116165,32308.0,Ed
620,102855,88893.0,Schrei aus Stein
621,107471,52873.0,Ma saison préférée
626,117891,28121.0,A Thin Line Between Love and Hate
627,113613,12520.0,The Last Supper
628,117381,1592.0,Primal Fear
630,115837,36447.0,Carried Away
631,115509,19042.0,All Dogs Go to Heaven 2
632,114671,38884.0,Land and Freedom
633,112844,47449.0,Denise Calls Up
635,116275,41852.0,A Family Thing
637,117608,9099.0,Sgt. Bilko
638,113448,2021.0,Jack & Sarah
639,116414,61752.0,Girl 6
640,116095,10988.0,Diabolique
647,115956,10684.0,Courage Under Fire
648,117060,954.0,Mission: Impossible
650,117071,18989.0,Moll Flanders
651,117788,10801.0,Das Superweib
653,116136,8840.0,DragonHeart
656,116168,11107.0,Eddie
659,54189,10363.0,Plein soleil
661,116683,10539.0,James and the Giant Peach
662,116287,10543.0,Fear
663,116768,18414.0,Kids in the Hall: Brain Candy
664,116269,47502.0,Faithful
665,114787,11902.0,Podzemlje
667,112536,25087.0,Bloodsport II
668,48473,5801.0,পথের পাঁচালী
670,52572,896.0,অপুর সংসার
671,117128,3065.0,Mystery Science Theater 3000: The Movie
673,117705,2300.0,Space Jam
674,62711,8069.0,Barbarella
678,108181,27768.0,Some Folks Call It a Sling Blade
679,114307,221917.0,The Run of the Country
680,58898,8072.0,"Alphaville, une étrange aventure de Lemmy Caution"
681,82206,35797.0,Coup de torchon
685,113443,33245.0,It's My Party
687,109491,124460.0,Country Life
688,114048,27281.0,Operation Dumbo Drop
690,111613,105045.0,Das Versprechen
690,111613,105045.0,Das Versprechen
691,117104,40001.0,Mrs. Winterbourne
692,117688,29621.0,Solo
694,117774,20762.0,The Substitute
695,114736,37144.0,True Crime
696,112604,48260.0,Butterfly Kiss
697,116289,12656.0,Feeling Minnesota
698,109593,38867.0,Delta of Venus
700,112368,25969.0,Angus
702,62952,753.0,Faces
703,115742,43634.0,Boys
704,117420,9103.0,The Quest
705,115951,90214.0,Cosi
707,117107,10990.0,Mulholland Falls
708,117979,8866.0,The Truth About Cats & Dogs
709,95776,12233.0,Oliver & Company
710,115851,23449.0,Celtic Pride
711,116322,36355.0,Flipper
714,112817,922.0,Dead Man
715,113362,11876.0,Le Hussard sur le toit
718,108500,11687.0,Les visiteurs
719,117108,9304.0,Multiplicity
722,113270,73183.0,"The Haunted World of Edward D. Wood, Jr."
724,115963,9100.0,The Craft
725,116448,20759.0,The Great White Hype
726,116827,46063.0,Last Dance
728,112701,32513.0,Cold Comfort Farm
731,116508,36915.0,Heaven's Prisoners
733,117500,9802.0,The Rock
735,109592,21588.0,Dellamorte Dellamore
736,117998,664.0,Twister
737,115624,11867.0,Barb Wire
741,113568,9323.0,GHOST IN THE SHELL
742,117894,10280.0,Thinner
743,117723,10535.0,Spy Hard
745,112691,532.0,A Close Shave
746,40366,26744.0,Force of Evil
747,117768,16299.0,The Stupids
748,115571,10547.0,The Arrival
750,57012,935.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
753,113849,41007.0,A Month by the Lake
754,113188,35645.0,Gold Diggers: The Secret of Bear Mountain
755,42644,110465.0,Kim
756,109381,255546.0,Carmen Miranda: Bananas Is My Business
757,109688,40751.0,東邪西毒
759,110480,85778.0,Maya Lin: A Strong Clear Vision
760,108211,11101.0,Stalingrad
761,117331,9826.0,The Phantom
762,117765,9879.0,Striptease
764,113280,22621.0,Heavy
765,116669,7095.0,Jack
766,116594,26890.0,I Shot Andy Warhol
767,113211,46732.0,The Grass Harp
775,63715,41225.0,Histoires extraordinaires
778,117951,627.0,Trainspotting
779,118523,32872.0,Til There Was You
780,116629,602.0,Independence Day
781,117737,14553.0,Stealing Beauty
782,116277,9566.0,The Fan
783,116583,10545.0,The Hunchback of Notre Dame
784,115798,9894.0,The Cable Guy
785,116778,11543.0,Kingpin
786,116213,9268.0,Eraser
787,113147,52059.0,The Gate of Heavenly Peace
788,117218,9327.0,The Nutty Professor
793,106810,124306.0,En compagnie d'Antonin Artaud
798,116040,11228.0,Daylight
799,116365,10779.0,The Frighteners
800,116905,26748.0,Lone Star
801,116493,38223.0,Harriet the Spy
802,117333,9294.0,Phenomenon
803,118113,49963.0,Walking and Talking
804,117628,11363.0,She's the One
805,117913,1645.0,A Time to Kill
806,115530,31546.0,American Buffalo
808,115493,36344.0,Alaska
809,116320,18550.0,Fled
810,116756,11511.0,Kazaam
813,116823,34170.0,Larger Than Life
816,117999,124645.0,Two Deaths
818,118073,12606.0,A Very Brady Sequel
820,49521,35206.0,La mort en ce jardin
824,110246,12632.0,Kaspar Hauser
828,115472,18975.0,The Adventures of Pinocchio
829,116707,11962.0,Joe's Apartment
830,116313,2925.0,The First Wives Club
831,114550,28628.0,Stonewall
832,117438,3595.0,Ransom
833,116531,9308.0,High School High
834,117332,92381.0,Phat Beach
835,116353,18555.0,Foxfire
836,115857,12123.0,Chain Reaction
837,117008,10830.0,Matilda
838,116191,3573.0,Emma
839,115986,10546.0,The Crow: City of Angels
840,116571,18862.0,House Arrest
841,53459,31417.0,Les Yeux sans visage
842,117826,9431.0,Bordello of Blood
844,108227,297645.0,The Story of Xinghua
845,111424,48144.0,天國逆子
846,113080,46986.0,Flirt
848,117718,47907.0,The Spitfire Grill
849,116225,10061.0,Escape from L.A.
850,112767,36266.0,Xích lô
851,115632,549.0,Basquiat
852,117918,10478.0,Tin Cup
854,51980,116690.0,楢山節考
858,68646,238.0,The Godfather
861,104558,11134.0,警察故事 III：超級警察
864,114936,132641.0,Tsuma
864,114936,132641.0,Tsuma
865,114474,42758.0,Small Faces
866,115736,9303.0,Bound
867,115836,23945.0,Carpool
869,116745,22479.0,Kansas City
870,119214,9054.0,Gone Fishin'
872,109066,11985.0,愛情萬歲
875,110693,410921.0,Nothing to Lose
876,106544,38955.0,超级计划
879,120004,11015.0,The Relic
880,116654,9306.0,The Island of Dr. Moreau
881,116311,12559.0,First Kid
882,117965,58770.0,The Trigger Effect
885,115725,3587.0,Bogus
886,115783,10723.0,Bulletproof
888,113596,19004.0,The Land Before Time III: The Time of the Great Giving
889,109001,101230.0,06
891,113253,10987.0,Halloween: The Curse of Michael Myers
892,117991,44705.0,Twelfth Night
893,117093,20318.0,Mother Night
896,111019,26933.0,Les Roseaux Sauvages
897,35896,27854.0,For Whom the Bell Tolls
898,32904,981.0,The Philadelphia Story
899,45152,872.0,Singin' in the Rain
900,43278,2769.0,An American in Paris
901,50419,13320.0,Funny Face
902,54698,164.0,Breakfast at Tiffany's
903,52357,426.0,Vertigo
904,47396,567.0,Rear Window
905,25316,3078.0,It Happened One Night
906,36855,13528.0,Gaslight
907,25164,28288.0,The Gay Divorcee
908,53125,213.0,North by Northwest
909,53604,284.0,The Apartment
910,53291,239.0,Some Like It Hot
911,56923,4808.0,Charade
912,34583,289.0,Casablanca
913,33870,963.0,The Maltese Falcon
914,58385,11113.0,My Fair Lady
915,47437,6620.0,Sabrina
916,46250,804.0,Roman Holiday
917,31580,26531.0,The Little Princess
918,37059,909.0,Meet Me in St. Louis
919,32138,630.0,The Wizard of Oz
920,31381,770.0,Gone with the Wind
921,84370,31044.0,My Favorite Year
922,43014,599.0,Sunset Boulevard
923,33467,15.0,Citizen Kane
924,62622,62.0,2001: A Space Odyssey
926,42192,705.0,All About Eve
927,32143,22490.0,The Women
928,32976,223.0,Rebecca
929,32484,25670.0,Foreign Correspondent
930,38787,303.0,Notorious
931,38109,4174.0,Spellbound
932,50105,8356.0,An Affair to Remember
933,48728,381.0,To Catch a Thief
934,42451,20758.0,Father of the Bride
935,45537,29376.0,The Band Wagon
936,31725,1859.0,Ninotchka
937,50658,18299.0,Love in the Afternoon
938,51658,17281.0,Gigi
939,52126,64382.0,The Reluctant Debutante
940,29843,10907.0,The Adventures of Robin Hood
941,32762,32093.0,The Mark of Zorro
942,37008,1939.0,Laura
943,39420,22292.0,The Ghost and Mrs. Muir
